410000015G04,A184 (E-Bound),twrdjdjg,A184,Outside Half Moon Hotel Public House,A184,E-Bound,E,Gateshead,,Gateshead
410000014634,Armstrong Road-Nutley Place (E-Bound),twrdajwp,Armstrong Road-Nutley Place,45m East Of Swimming Pool,Armstrong Road,E-Bound,E,Scotswood,Newcastle upon Tyne,Scotswood
410000013520,Armstrong Road-Ouston Street (W-Bound),twrawgjg,Armstrong Road-Ouston Street,Outside Library,Armstrong Road,W-Bound,W,Scotswood,Newcastle upon Tyne,Scotswood
410000014630,Armstrong Road-Ranmere Road (E-Bound),twrdajwd,Armstrong Road-Ranmere Road,60m West Of Clinic And Day Nursery,Armstrong Road,E-Bound,E,Scotswood,Newcastle upon Tyne,Scotswood
410000014632,Armstrong Road-Robert Street (E-Bound),twrdajwj,Armstrong Road-Robert Street,Outside Surgery,Armstrong Road,E-Bound,E,Scotswood,Newcastle upon Tyne,Scotswood
410000014633,Armstrong Road-Robert Street (W-Bound),twrdajwm,Armstrong Road-Robert Street,East Of Roberts Street,Armstrong Road,W-Bound,W,Scotswood,Newcastle upon Tyne,Scotswood
410000014631,Armstrong Road-Whitehouse Road (W-Bound),twrdajwg,Armstrong Road-Whitehouse Road,Opposite Post Office,Armstrong Road,W-Bound,W,Scotswood,Newcastle upon Tyne,Scotswood
410000014627,Armstrong Road-Woodland Crescent (W-Bound),twrdajtp,Armstrong Road-Woodland Crescent,Outside Woodland Terrace,Armstrong Road,W-Bound,W,Benwell,Newcastle upon Tyne,Benwell
410000015344,Arthur Street (E-Bound),twrdgpdm,Arthur Street,Outside St Josephs Primary School,Arthur Street,E-Bound,E,Gateshead,,Gateshead
410000014721,Arthur's Hill-Brighton Grove (N-Bound),twrdapap,Arthur's Hill-Brighton Grove,Outside Supplies Department,Brighton Grove,N-Bound,N,Arthur's Hill,Newcastle upon Tyne,Arthur's Hill
410000014720,Arthur's Hill-Brighton Grove (S-Bound),twrdapam,Arthur's Hill-Brighton Grove,Opposite Supplies Department,Brighton Grove,S-Bound,S,Arthur's Hill,Newcastle upon Tyne,Arthur's Hill
410000024436,Ashbrook Range (NE-Bound),twrdwpdt,Ashbrook Range,Opposite Nilverton Avenue Junction,Ashbrooke Range,NE-Bound,NE,Ashbrooke,,Ashbrooke
410000024435,Ashbrook Range (SW-Bound),twrdwpdp,Ashbrook Range,Outside Nilverton Avenue Junction,Ashbrooke Range,SW-Bound,SW,Ashbrooke,,Ashbrooke
410000060202,Ashbrooke (SE-Bound),twrgpwaj,Ashbrooke,Outside No 17 Azalea Avenue,Azalea Avenue,SE-Bound,SE,Ashbrooke,,Ashbrooke
410000029104,Ashdown Road-Allendale Road (NW-Bound),twrgdtmg,Ashdown Road-Allendale Road,Opposite Farringdon Comprehensive School,Ashdown Road,NW-Bound,NW,Farringdon,,Farringdon
410000029107,Ashdown Road-Antwerp Road (SE-Bound),twrgdtmt,Ashdown Road-Antwerp Road,Opposite Antwerp Road,Ashdown Road,SE-Bound,SE,Farringdon,,Farringdon
410000013052,Ashfield Terrace (N-Bound),twratwma,Ashfield Terrace,Outside Ryton Methodist Church,HEXHAM OLD ROAD,N-Bound,N,Ryton,Gateshead,Ryton
410000013053,Ashfield Terrace (S-Bound),twratwmd,Ashfield Terrace,South Of Ryton Methodist Church,Ashfield Terrace,S-Bound,S,Ryton,Gateshead,Ryton
410000009399,Ashleigh Grove-Cemetery (E-Bound),twrapdaw,Ashleigh Grove-Cemetery,Outside Cemetery House,Ashleigh Grove,E-Bound,E,Benton,,Benton
410000009402,Ashleigh Grove-Cemetery (W-Bound),twrapdgj,Ashleigh Grove-Cemetery,Opposite Cemetery House,Ashleigh Grove,W-Bound,W,Benton,,Benton
410000009400,Ashleigh Grove-Linden Road (E-Bound),twrapdga,Ashleigh Grove-Linden Road,Side Entrance To St Bartholomews Church,Ashleigh Grove,E-Bound,E,Benton,,Benton
410000009401,Ashleigh Grove-Linden Road (W-Bound),twrapdgd,Ashleigh Grove-Linden Road,Outside Benton Church Hall,Ashleigh Grove,W-Bound,W,Benton,,Benton
410000014071,Askew Road -Redheugh Bridge (SW-Bound),twrawmta,Askew Road -Redheugh Bridge,Opposite Shell Garage,ASKEW ROAD WEST,SW-Bound,SW,Teams,Gateshead,Teams
410000014105,Askew Road West-Oak Square (NW-Bound),twrawpgm,Askew Road West-Oak Square,Outside Holy Rosary Church,Askew Road West,NW-Bound,NW,Teams,Gateshead,Teams
410000014104,Askew Road West-Oak Square (SE-Bound),twrawpgj,Askew Road West-Oak Square,Opposite Holy Rosary Church,ASKEW ROAD WEST,SE-Bound,SE,Teams,Gateshead,Teams
410000014070,Askew Road West-Park (NE-Bound),twrawmpw,Askew Road West-Park,Park And Playing Area,ASKEW ROAD WEST,NE-Bound,NE,Teams,Gateshead,Teams
410000014049,Askew Road West-Park (SW-Bound),twrawmdw,Askew Road West-Park,Opposite Park And Playing Area,Askew Road West,SW-Bound,SW,Teams,Gateshead,Teams
410000014048,Askew Road-Garage (SW-Bound),twrawmdt,Askew Road-Garage,Outside Garage / Opposite Playing Field,ASKEW ROAD WEST,SW-Bound,SW,Teams,Gateshead,Teams
410000014075,Askew Road-St Cuthberts (NE-Bound),twrawmtj,Askew Road-St Cuthberts,Opposite The Mitre Public House,Askew Road,NE-Bound,NE,Bensham,Gateshead,Bensham
410000014073,Askew Road-St Cuthberts (SW-Bound),twrawmtd,Askew Road-St Cuthberts,Outside The Mitre Public House,Askew Road West,SW-Bound,SW,Bensham,Gateshead,Bensham
410000024S10,Athenaeum Street (10),twrgamdt,Athenaeum Street,Opposite Library,Athenaeum Street,10,E,Sunderland,,Sunderland
410000024S09,Athenaeum Street (9),twrgamdp, Athenaeum Street,Outside Lynas House,Athenaeum Street,9,E,Sunderland,,Sunderland
410000014597,Atkinson Road-St James Crescent (NE-Bound),twrdajdp,Atkinson Road-St James Crescent,South Of Library,Atkinson Road,NE-Bound,NE,Benwell,Newcastle upon Tyne,Benwell
410000014598,Atkinson Road-St James Crescent (SW-Bound),twrdajdt,Atkinson Road-St James Crescent,Opposite St James Crescent,Atkinson Road,SW-Bound,SW,Benwell,Newcastle upon Tyne,Benwell
410000010875,Atmel Way (NW-Bound),twrjadgt,Atmel Way,Unknown,Atmel Way Link,NW-Bound,NW,Cobalt,,Cobalt
410000010876,Atmel Way (S-Bound),twrjadgp,Atmel Way,Unknown,Atmel Way Link,S-Bound,S,Cobalt,,Cobalt
410000010878,Atmel Way Link (SE-Bound),twrjadgm,Atmel Way Link,Outside Newcastle Building Society,Atmel Way Link,SE-Bound,SE,Cobalt,,Cobalt
410000027908,Atyon Road - Monkside Close (E-Bound),twrjatpa,Atyon Road - Monkside Close,Monkside Close Junction,Ayton Road,E-Bound,E,Ayton,Washington,Ayton
410000010508,Auckland Road (N-Bound),twratgat,Auckland Road,Opposite Mcintyre Road,Auckland Road,N-Bound,N,Hebburn,,Hebburn
410000010509,Auckland Road (S-Bound),twratgaw,Auckland Road,Outside Holmleigh Junction With Mcintyre Road,Auckland Road,S-Bound,S,Hebburn,,Hebburn
410000016224,Australia Grove-Brisbane Avenue (S-Bound),twrdjwjm,Australia Grove-Brisbane Avenue,Opposite Brisbane Avenue Junction,Australia Grove,S-Bound,S,Brockley Whins,South Shields,Brockley Whins
410000016227,Australia Grove-Melbourne Gardens (N-Bound),twrdjwjw,Australia Grove-Melbourne Gardens,Outside No.36 Australia Grove,Australia Grove,N-Bound,N,Brockley Whins,South Shields,Brockley Whins
410000016225,Australia Grove-Melbourne Gardens (S-Bound),twrdjwjp,Australia Grove-Melbourne Gardens,Outside No.37 Australia Grove,Australia Grove,S-Bound,S,Brockley Whins,South Shields,Brockley Whins
410000016228,Australia Grove-Perth Avenue (N-Bound),twrdjwma,Australia Grove-Perth Avenue,Junction With Perth Avenue,Australia Grove,N-Bound,N,Brockley Whins,South Shields,Brockley Whins
410000010145,Avon Avenue (N-Bound),twrapwtj,Avon Avenue,North Of Meadow Well Community Centre,Avon Avenue,N-Bound,N,Meadow Well,,Meadow Well
410000010907,Avon Avenue (SW-Bound),twrgtgwt,Avon Avenue,Outside No.63 Avon Avenue,Avon Avenue,SW-Bound,SW,Meadow Well,,Meadow Well
410000028117,Avondale Avenue (NW-Bound),twrgdjpj,Avondale Avenue,Outside Whitefield Cres.leading To Barnwell Sch,Avondale Avenue,NW-Bound,NW,Penshaw,Houghton-le-Spring,Penshaw
410000028115,Avondale Avenue (S-Bound),twrgdjpd,Avondale Avenue,Barnwell Shops,Avondale Avenue,S-Bound,S,Barnwell,,Barnwell
410000028116,Avondale Avenue (SE-Bound),twrgdjpg,Avondale Avenue,Opposite Whitefield Cres Leading To Barnwell Sch,Avondale Avenue,SE-Bound,SE,Penshaw,Houghton-le-Spring,Penshaw
410000028118,Avondale Avuenue (N-Bound),twrgdjpm,Avondale Avuenue,Barnwell Shops,Avondale Avenue,N-Bound,N,Barnwell,,Barnwell
410000029099,Avonmouth Road - Augusta Square (W-Bound),twrgdtjp,Avonmouth Road - Augusta Square,Opposite Augusta Square,Avonmouth Road,W-Bound,W,Farringdon,,Farringdon
410000013068,Axwell View-East Park Gardens (N-Bound),twratwtg,Axwell View-East Park Gardens,Opposite Rugby / Football Club,Axwell View,N-Bound,N,Winlaton,Gateshead,Winlaton
410000013061,Axwell View-Parkside Avenue (S-Bound),twratwpg,Axwell View-Parkside Avenue,Opposite Parkside Avenue,Axwell View,S-Bound,S,Winlaton,Gateshead,Winlaton
410000013067,Axwell View-Sports Ground (N-Bound),twratwtd,Axwell View-Sports Ground,Opposite Winlaton Playing Field,Axwell View,N-Bound,N,Winlaton,Gateshead,Winlaton
410000013062,Axwell View-Sports Ground (S-Bound),twratwpj,Axwell View-Sports Ground,Outside Winlaton Playing Field,Axwell View,S-Bound,S,Winlaton,Gateshead,Winlaton
410000022137,Aycliffe Ave-Aycliffe Cres (W-Bound),twrdpwga,Aycliffe Ave-Aycliffe Cres,Opposite Aycliffe Crescent Junction,Aycliffe Avenue,W-Bound,W,Springwell Estate,Gateshead,Springwell Estate
410000022150,Aycliffe Avenue (E-Bound),twrdpwjg,Aycliffe Avenue,Outside Aycliffe Crescent Junction,Aycliffe Avenue,E-Bound,E,Springwell Estate,Gateshead,Springwell Estate
410000022136,Aycliffe Avenue (NW-Bound),twrdpwdw,Aycliffe Avenue,Outside Wallace Gardens,Aycliffe Avenue,NW-Bound,NW,Springwell Estate,Gateshead,Springwell Estate
410000022151,Aycliffe Ave-Wallace Gdns (SE-Bound),twrdpwjm,Aycliffe Ave-Wallace Gdns,Opposite Wallace Gardens,Aycliffe Avenue,SE-Bound,SE,Springwell Estate,Gateshead,Springwell Estate
410000022902,Aycliffe Cres - Whitehouse Cres (N-Bound),twrgwpgt,Aycliffe Cres - Whitehouse Cres,Opposite Junction Of Whitehouse Crescent,Aycliffe Crescent,N-Bound,N,Springwell Estate,Gateshead,Springwell Estate
410000022149,Aycliffe Cres-Blackhill Cres (S-Bound),twrdpwjd,Aycliffe Cres-Blackhill Cres,Opposite Blackhill Crescent,Aycliffe Crescent,S-Bound,S,Springwell Estate,Gateshead,Springwell Estate
410000022903,Aycliffe Cres-Blackhill Cres (W-Bound),twrgwtgm,Aycliffe Cres-Blackhill Cres,Next To Blackhill Crescent Entrance,Aycliffe Crescent,W-Bound,W,Springwell Estate,Gateshead,Springwell Estate
410000022148,Aycliffe Crescent (E-Bound),twrdpwja,Aycliffe Crescent,Outside Blackhill Crescent Entrance,Aycliffe Crescent,E-Bound,E,Springwell Estate,Gateshead,Springwell Estate
410000022147,Aycliffe Crescent (N-Bound),twrdpwgw,Aycliffe Crescent,Outside No89 Aycliffe Crescent,Aycliffe Crescent,N-Bound,N,Springwell Estate,Gateshead,Springwell Estate
410000022904,Aycliffe Crescent (S-Bound),twrgwpgw,Aycliffe Crescent,Outside No 46 Aycliffe Crescent,Aycliffe Crescent,S-Bound,S,Springwell Estate,Gateshead,Springwell Estate
410000027909,Ayton Road - Monkside Close (W-Bound),twrjatpd,Ayton Road - Monkside Close,Opposite No 55,Ayton Road,W-Bound,W,Ayton,Washington,Ayton
410000022755,Ayton Road (N-Bound),twrdtdmw,Ayton Road,Opposite Chipchase Junction,Ayton Road,N-Bound,N,Ayton,Washington,Ayton
410000022940,Ayton Road (N-Bound),twrjatpm,Ayton Road,50 Metre from Gairlock Junction,Ayton Road,N-Bound,N,Ayton,Washington,Ayton
410000022964,Ayton Road (NW-Bound),twrjadwd,Ayton Road,Opposite School,Ayton Road,NW-Bound,NW,Ayton,Washington,Ayton
410000022756,Ayton Road (S-Bound),twrdtdpa,Ayton Road,South Of Chipchase Entrance,Ayton Road,S-Bound,S,Ayton,Washington,Ayton
410000022939,Ayton Road (S-Bound),twrjatpj,Ayton Road,200 Metre from Dunlin Drive,Ayton Road,S-Bound,S,Ayton,Washington,Ayton
410000022965,Ayton Road (SE-Bound),twrjadwg,Ayton Road,Outside School,Ayton Road,SE-Bound,SE,Ayton,Washington,Ayton
410000031911,B1284-Four Lane Ends (SE-Bound),twrjatwa,B1284-Four Lane Ends,Four Lane Ends Roundabout,B1284,SE-Bound,SE,Houghton-le-Spring,Sunderland,Houghton Le Spring
410000042952,B1301 - Commercial Road (SE-Bound),twrgmjpw,B1301 - Commercial Road,60m North West Of Al Azhar Mosque,Laygate,SE-Bound,SE,Laygate,South Shields,Laygate
410000003978,B1321-Fordley By-Pass (E-Bound),twrgwmtp,B1321-Fordley By-Pass,At Rear Of Love Avenue,B1321,E-Bound,E,Dudley,,Dudley
410000003118,B1321-March Road (E-Bound),twradmtw,B1321-March Road,Outside Wright Drive,B1321,E-Bound,E,Dudley,,Dudley
410000003121,B1321-March Road (W-Bound),twradmwa,B1321-March Road,Opposite Wrights Drive,B1321,W-Bound,W,Dudley,,Dudley
410000003117,B1321-Weetslade Road (E-Bound),twradmtp,B1321-Weetslade Road,Outside Brookside,B1321,E-Bound,E,Dudley,,Dudley
410000003122,B1321-Weetslade Road (NW-Bound),twradmwd,B1321-Weetslade Road,Opposite Brookside,B1321,NW-Bound,NW,Dudley,,Dudley
410000013095,Back Lane-Heddon View (SW-Bound),twrawama,Back Lane-Heddon View,Outside Heddon View,NORTH STREET,SW-Bound,SW,Winlaton,Gateshead,Winlaton
410000013113,Back Lane-School (NE-Bound),twrawatm,Back Lane-School,Outside St Thomas More R.c. School,Back Lane,NE-Bound,NE,Blaydon,Gateshead,Blaydon
410000028900,Back Lane-The Limes (SW-Bound),twrgdmgp,Back Lane-The Limes,Opposite Club,Back Lane,SW-Bound,SW,Barnwell,,Barnwell
410000013112,Back Lane-Twizell Avenue (NE-Bound),twrawatj,Back Lane-Twizell Avenue,Outside Twizell Avenue,Back Lane,NE-Bound,NE,Winlaton,Gateshead,Winlaton
410000003061,Backworth (E-Bound),twradjwg,Backworth,Outside Middle Farm,Backworth Lane,E-Bound,E,Holywell,,Backworth
410000003062,Backworth (W-Bound),twradjwj,Backworth,Opposite Middle Farm,Backworth Lane,W-Bound,W,Holywell,,Backworth
410000060999,Backworth Castle Park (W-Bound),twrgtjdp,Backworth Castle Park,Outside No.77 Killingworth Avenue,KILLINGWORTH AVENUE,W-Bound,W,Holywell,,Backworth
410000003060,Backworth Lane (E-Bound),twradjwd,Backworth Lane,Opposite Entrance To Killingworth Avenue,Backworth Lane,E-Bound,E,Holywell,,Backworth
410000003063,Backworth Lane (W-Bound),twradjwm,Backworth Lane,Outside Castle Square And Village Green,BACKWORTH LANE,W-Bound,W,Holywell,,Backworth
410000009878,Balliol Business Park Bus Link (E-Bound),twrjatdp,Balliol Business Park Bus Link,,Balliol Business Park,E-Bound,E,Benton,,Benton
410000009879,Balliol Business Park Bus Link (W-Bound),twrjatdt,Balliol Business Park Bus Link,Gosforth Park Business Park,Balliol Business Park Bus Link,W-Bound,W,Benton,,Benton
410000009876,Balliol Business Park Entrance (W-Bound),twrjatga,Balliol Business Park Entrance,Inside The Business Park,Balliol Business Park Internal Road,W-Bound,W,Benton,,Benton
410000009994,Balliol Business Park West (NE-Bound),twrgpwat,Balliol Business Park West,Inside The Balliol Business Park,Balliol Business Park Internal Road,NE-Bound,NE,Benton,,Benton
410000009877,Balliol Business Park West (S-Bound),twrjatdw,Balliol Business Park West,Inside The Balliol Business Park,Balliol Business Park Internal Road,S-Bound,S,Benton,,Benton
410000009996,Balliol Business Park West Entrance (E-Bound),twrjapag,Balliol Business Park West Entrance,Inside Balliol Business Park,Balliol Business Park Internal Road,E-Bound,E,Benton,,Benton
410000015Q16,Baltic Square (E-Bound),twrgtmgw,Baltic Square,Outside The Baltic Centre,South Shore Road,E-Bound,E,Gateshead Quays,Gateshead,Gateshead Quays
410000015Q20,Baltic Square (W-Bound),twrgwdmw,Baltic Square,Opposite The Baltic Centre,South Shore Road,W-Bound,W,Gateshead Quays,Gateshead,Gateshead Quays
410000042968,Bamburgh Avenue (NW-Bound),twrgpjpt,Bamburgh Avenue,Opposite Public House,BAMBURGH AVENUE,NW-Bound,NW,Horsley Hill,South Shields,Horsley Hill
410000042969,Bamburgh Avenue (SE-Bound),twrgtdaj,Bamburgh Avenue,Outside Public House,Bamburgh Avenue,SE-Bound,SE,Horsley Hill,South Shields,Horsley Hill
410000042965,Bamburgh Avenue-Euryalus Court (SE-Bound),twrgtawt,Bamburgh Avenue-Euryalus Court,50m S/e Opposite Euryalus Court Junction,Bamburgh Avenue,SE-Bound,SE,Westoe,South Shields,Westoe
410000042966,Bamburgh Avenue-Kelvin Grove (NW-Bound),twrgtdag,Bamburgh Avenue-Kelvin Grove,70m North West Of Kelvin Grove Junction,Bamburgh Avenue,NW-Bound,NW,Westoe,South Shields,Westoe
410000042967,Bamburgh Avenue-Kelvin Grove (SE-Bound),twrgtdad,Bamburgh Avenue-Kelvin Grove,Opposite Kelvin Grove Junction,Bamburgh Avenue,SE-Bound,SE,Westoe,South Shields,Westoe
410000007192,Bamburgh Road - Dilston Drive (N-Bound),twragwaj,Bamburgh Road - Dilston Drive,Outside Bamburgh House,Bamburgh Road,N-Bound,N,Westerhope,Newcastle upon Tyne,Westerhope
410000014134,Bank Foot (S-Bound),twrawpwj, Bank Foot,Outside Dunston Hill Junior And Infant School,Dunston Bank,S-Bound,S,Dunston,Gateshead,Dunston
4100008MS01A,Bank Foot Metro (E-Bound),twramadg,Bank Foot Metro,Bankfoot Metro Station,Station Road,E-Bound,E,Kenton Bank Foot,Newcastle upon Tyne,Kenton Bank Foot
41000008MS01,Bank Foot Metro (W-Bound),twramada,Bank Foot Metro,Bank Foot Metro Station,Station Road,W-Bound,W,Kenton Bank Foot,Newcastle upon Tyne,Kenton Bank Foot
410000027018,Barley Mow Estate (N-Bound),twrgawgw,Barley Mow Estate,Outside No.11 Dorset Avenue,Dorset Avenue,N-Bound,N,Barley Mow,Gateshead,Barley Mow
410000027029,Barley Mow Estate (S-Bound),twrgawmj,Barley Mow Estate,Outside No.18 Dorset Avenue,Dorset Avenue,S-Bound,S,Barley Mow,Gateshead,Barley Mow
410000013108,Barlow Lane-Knobbyends Lane (NE-Bound),twrawapw,Barlow Lane-Knobbyends Lane,Opposite Knobbyends Lane Junction,BARLOW LANE,NE-Bound,NE,Winlaton,Gateshead,Winlaton
410000013101,Barlow Lane-Knobbyends Lane (SW-Bound),twrawamw,Barlow Lane-Knobbyends Lane,Outside Knobbyends Lane Junction,Barlow Lane,SW-Bound,SW,Winlaton,Gateshead,Winlaton
410000013109,Barlow Lane-Number 42 (NE-Bound),twrawata,Barlow Lane-Number 42,Opposite No.42 Barlow Lane,Barlow Lane,NE-Bound,NE,Winlaton,Gateshead,Winlaton
410000013100,Barlow Lane-Number 43 (SW-Bound),twrawamt,Barlow Lane-Number 43,Outside No 43 Barlow Lane,Barlow Lane,SW-Bound,SW,Winlaton,Gateshead,Winlaton
410000013106,Barlow Road (NE-Bound),twrawapm,Barlow Road,Outside The Black Horse Public House,Barlow Road,NE-Bound,NE,Barlow,Gateshead,Barlow
410000013103,Barlow Road (SW-Bound),twrawapd,Barlow Road,Opposite The Black Horse Public House,Barlow Road,SW-Bound,SW,Barlow,Gateshead,Barlow
410000013105,Barlow Road-Barlow Fell Road (NE-Bound),twrawapj,Barlow Road-Barlow Fell Road,Outside Telephone Call Box Next To Works,Barlow Road,NE-Bound,NE,Barlow,Gateshead,Barlow
410000013104,Barlow Road-Barlow Fell Road (SW-Bound),twrawapg,Barlow Road-Barlow Fell Road,Outside Barlow Fell Road Junction,Barlow Road,SW-Bound,SW,Barlow,Gateshead,Barlow
410000013107,Barlow Road-North Farm (N-Bound),twrawapt,Barlow Road-North Farm,Outside The North Farm,Barlow Road,N-Bound,N,Barlow,Gateshead,Barlow
410000013102,Barlow Road-South Farm (S-Bound),twrawapa,Barlow Road-South Farm,Opposite The North Farm,Barlow Road,S-Bound,S,Barlow,Gateshead,Barlow
410000013157,Barmoor Lane-Cypress Grove (SW-Bound),twrawdpg,Barmoor Lane-Cypress Grove,Outside Cypress Grove,Barmoor Lane,SW-Bound,SW,Ryton,Gateshead,Ryton
410000012027,Barmoor Lane-Main Road (N-Bound),twratmgm,Barmoor Lane-Main Road,East Of Ryton Comprehensive School,Barmoor Lane,N-Bound,N,Ryton,Gateshead,Ryton
410000012026,Barmoor Lane-St Mary's Terrace (N-Bound),twratmgj,Barmoor Lane-St Mary's Terrace,Outside Southcroft,Barmoor Lane,N-Bound,N,Ryton,Gateshead,Ryton
410000023956,Barmston Court (N-Bound),twrgpjpw,Barmston Court,Outside No 4 Barmston Court,Barmston Court,N-Bound,N,Columbia,Washington,Columbia
410000060002,Barmston Court (N-Bound),,Barmston Court,40m South Of Station Road Roundabout,Northumberland Way,N-Bound,N,Columbia,Washington,Columbia
410000023085,Barmston Village Centre (N-Bound),twrdtjpt,Barmston Village Centre,Outside Barmston Club,Westerhope Road,N-Bound,N,Barmston,Washington,Barmston
410000023084,Barmston Village Centre (S-Bound),twrdtjpm,Barmston Village Centre,Opposite Club And Village Centre,Westerhope Road,S-Bound,S,Barmston,Washington,Barmston
410000023083,Barmston Way-Burnhope Road (NE-Bound),twrdtjpj,Barmston Way-Burnhope Road,55m South Of Burnhope Road Junction,Barmston Way,NE-Bound,NE,Barmston,Washington,Barmston
410000023082,Barmston Way-Burnhope Road (SW-Bound),twrdtjpg,Barmston Way-Burnhope Road,Opposite Burnhope Road Entrance,Barmston Way,SW-Bound,SW,Barmston,Washington,Barmston
